,종목명,날짜,제목,본문,SN_caller,SL_caller,NNP_caller,NNG_caller,SF_caller,SS_caller,SW_caller,SP_caller,NR_caller,NNB_caller,JKB_caller,JX_caller,XSN_caller,JC_caller,JKO_caller,MAG_caller,JKG_caller,VV_caller,EC_caller,XSV_caller,EP_caller,MAJ_caller,ETM_caller,XPN_caller,MM_caller,JKS_caller,VCP_caller,VA_caller,NA_caller,XR_caller,ETN_caller,XSA_caller,SO_caller,NP_caller,EF_caller,VX_caller,VCN_caller,SH_caller,IC_caller,JKV_caller,SN_other,SL_other,NNP_other,NNG_other,SF_other,SS_other,SW_other,SP_other,NR_other,NNB_other,JKB_other,JX_other,XSN_other,JC_other,JKO_other,MAG_other,JKG_other,VV_other,EC_other,XSV_other,EP_other,MAJ_other,ETM_other,XPN_other,MM_other,JKS_other,VCP_other,VA_other,NA_other,XR_other,ETN_other,XSA_other,SO_other,NP_other,EF_other,VX_other,VCN_other,SH_other,IC_other,JKV_other,stock_name,price,price + 30days
2791,원텍,24.07.22,"하반기 연초 기대 성장세 회복 예정, 24F 멀티플 15배","프리뷰 시즌 이후 2Q 실적에 대한 우려는 주가에 반영되며 3Q 및 하반기를 바라봐도 되는 시점. 3Q24E Bear case 매출액이 YoY +44% 성장 추정되며 3Q부터는 컨센서스 상회 및 연초 기대 성장세 회복 가능. 연초 수출 기대감 존재하던 시점 24F PER 20배였으나, 하반기 성장세 회복 예정인 지금도 24F PER 15배로 밸류 매력도 확실한 구간 18일 브라질향 올리지오X 5년간 3,000억원 규모 공급계약 발표. 24F 연간 매출액 컨센서스 1,380억원인 점 고려 시 연간 실적의 약 50% 수준인 대규모 계약. 하반기 라비앙 기존 판매량 회복 및 해외향 팁 대량 주문, 내수 프로모션, 신제품 출시 예정으로 실적 성장세 최소 YoY +40% 추정",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,원텍,원텍에 해당하는 종목이 없습니다,원텍에 해당하는 종목이 없습니다
2793,현대건설,24.07.22,아쉬운 2Q 실적에도 2025년 이후 방향성은 긍정적,"2025년을 위해 점진적 비중 확대해야 한다는 기존 의견 유지. 뒤늦은 원가 반영은 아쉽지만 1) 건설업종 전반 투자심리 악화 요인은 아니며, 2) 신규현장들의 경쟁력 있는 수주 및 투자 성과를 고려했을 때 저수익 현장 준공되는 2026년 이후 실적 기대는 유효. 낮아진 실적으로 Valuation 높아졌으나 높은 신용등급/유동성 기반 차별적인 투자 확대 기조 확인 시 정당화 예상. 단기적으로는 하반기 투자자산 처분이익 규모가 중요할 것",3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,현대건설,29950,28950
2801,코스맥스,24.07.22,"중국 실적 우려, 한국과 미국이 커버할 것",중국 소비 회복이 부재하면서 중국법인 실적 우려 재부각 중. 게다가 미국 보호무역 기조 강화 가능성에 힘이 실리며 중국 사업 비중 높은 소비재 기업들 위주로 주가 큰 폭 조정. 중국법인은 중국 내수용으로 미중 관계에 따른 부정적 영향은 제한적. 실적 우려 대비 주가 하락폭도 과하다는 판단,2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,코스맥스,144300,135900
2803,고영,24.07.22,I. 2Q24 Preview & 투자의견,"당사 추정 올해 2분기 예상실적(연결기준)은 매출액 536억원, 영업이익 33억원으로 전년동기 대비 각각 1.1%, 6.5% 증가하며 전년 수준과 유사한 실적을 달성했을 것으로 추정함. 시장 기대치(매출액 555억원, 영업이익 50억원) 대비 매출액과 영업이익은 하회할 것으로 예상함. 실적이 지난 5 분기 연속 전년동기 대비 매출 감소세를 보였던 것에 비해, 올해 2 분기는 전년동기 수준을 보이며 감소세가 완화된 것으로 예상함. 그러한 요인은 지난해 2 분기 및 전분기 매출액이 유사한 수준을 보이며 실적이 저점을 확인하는 과정으로 보이고 있기 때문임. 2 분기 실적에서 긍정적인 모습은 ① 자동차향 및 IoT 향 관련 매출액이 전분기 대비 점차 회복세를 보이고 있다는 것임. ② 지역별로 보면, 유럽은 전분기 대비 부진하였으나, 국내 및 미국 지역이 점차 개선된 것으로 추정하기 때문임. 반도체 검사장비인 ‘ZenStar’가 온디바이스 AI 칩을 양산하는 FO-WLP(Fan-out Wafer-Level Package) 공정용 검사장비의 추가 수주가 지속되고 있음. 그리고, HBM 용 검사장비는 아직 매출은 발생하고 있지 않지만, 테스팅 단계를 진행 중임. 이외에도 유리기판용 검사장비도 기존 투명체 검사장비와 유사, 고객의 요구가 있어 사업 진출도 검토 중임. 또한, 뇌수술용 의료로봇(KYMERO)은 글로벌 진출을 위한 미국 FDA 승인을 신청, 내년 상반기 승인 획득을 기대하고 있음. 목표주가를 기존 21,000 원에서 17,000 원으로 하향조정하지만, 34.8% 상승여력을 보유하고 있어 투자의견은 BUY 를 유지함. 목표주가는 2024 년 예상 EPS(406 원)에 해외 유사업체 평균 PER 52.6 배를 20% 할인한 42.1 배를 Target Multiple 로 적용함, 20% 할인 근거는 실적 회복 우려감을 반영한 것임.",0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,고영,고영에 해당하는 종목이 없습니다,고영에 해당하는 종목이 없습니다
2805,리노공업,24.07.22,"2Q24 영업이익 310억원, 기대치 하회 예상","리노공업의 2Q24 실적이 매출액 717억원(+31%QoQ, -5%YoY)과 영업이익 310억원(+33%QoQ, -8%YoY)으로, 당초 기대치(매출액 783억원, 영업이익 344억원)를 하회할 것으로 예상된다. 수요의 계절적 성수기 진입과 AI 투자 수혜로 전 분기 대비 큰 폭의 실적 성장을 이룰 것으로 예상되지만, 당초 기대치에 못 미치는 스마트폰 시장의 회복세가 전사 성장률을 다소 제한할 것으로 판단하기 때문이다. 다만 수익성 높은 제품 판매 비중이 증가하며, 견조한 수익성을 기록할 것으로 보여 긍정적이다. 2Q24 사업 부문별 매출액은 Leeno Pin 193억원(+3%QoQ, +1%YoY), IC Test Socket 440억원(+56%QoQ, -7%YoY), 기타 85억원(+9%QoQ, -3%YoY)를 각각 기록할 전망이다.",33.0,16.0,16.0,35.0,14.0,21.0,12.0,9.0,6.0,7.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,9.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,16.0,35.0,14.0,21.0,12.0,9.0,6.0,7.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,9.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,리노공업,리노공업에 해당하는 종목이 없습니다,리노공업에 해당하는 종목이 없습니다
2806,포스코인터내셔널,24.07.22,"미얀마 가스전(4단계 개발), 말련 PM524 광구(내년 상반기 탐사시추), 호주 세넥스에너지 증설⇒ Upstream 도약으로 밸류 리레이팅 될 듯","미얀마 해상 A-1/A-3 광구 가스전의 경우 동사가 운영권자로서 2009년부터 1단계 개발에 들어가서 2014년 말부터 하루 평균 5억 ft³씩 판매하고 있다. 2017년부터 2022년까지 진행한 2단계 개발에서는 생산정을 추가하였으며, 안정적인 가스 생산을 위해 저압가스 압축 플랫폼을 설치하는 3단계 개발은 2019년에 시작해서 최근에 마무리하였다. 이어서 심해와 천해에 생산정 총 4공을 추가 시추하는 4단계 개발의 경우 지난해 10월부터 올해 4월까지 기본설계(FEED)를 마쳤으며, 7월부터 본격 작업에 들어가서 가스 생산 시기는 2027년 3분기다. 이러한 미얀마 가스전 4단계 개발에 동사가 투자하는 규모는 9,263억원(전체 투자금액의 51%)이다. 이와 더불어 동사는 지난 2021년 말레이반도 동부 해상에 있는 면적 4,738km², 수심 50~80m인 천해지역에 위치한 PM524 광구 운영권을 포함해 4년의 탐사 기간과 24년의 개발 및 생산기간을 보장받았다. 동사가 지분 80%를 보유해 운영권자이며, 나머지 지분 20%는 말레이시아 국영 석유·가스 기업 페트로나스(PETRONAS)의 E&P 자회사가 보유하고 있다. 이에 따라 3D 인공지진파 재처리 등 최신 기술을 활용해 광구의 유망성 등을 평가하였으며, 올해 탐사시추 준비 및 시추위치 선정작업에 들어가서 내년 상반기에는 탐사 시추가 본격화 될 것으로 예상된다. 또한 동사는 지난해 인도네시아 정부에서 주관하는 국제입찰에 인도네시아 국영기업인 PHE와 컨소시엄으로 참여해 붕아 광구 운영권을 포함해 6년의 탐사 기간과 30년의 개발 및 생산기간을 보장받았다. 붕아 광구는 인도네시아 자바섬 동부 해상에 위치한 면적 8,500km² 광구로 수심은 50~500m로 천해부터 심해까지 포함한다. 3D 인공 지진파 탐사 등을 수행해 광구 유망성을 평가하고, 2027년 탐사시추를 할 예정이다. 다른 한편으로는 동사의 자회사인 세넥스에너지의 아틀라스와 로마노스 가스전 가스처리시설에 대하여 증설이 진행 중에 있다. 증설이 완료되는 2025년말 세넥스에너지의 CAPA는 현재의 3배 수준인 60PJ(LNG 약 120만톤)까지 확대될 것으로 예상됨에 따라 2026년에는 세넥스에너지가 연간 6,000억원 이상의 매출을 창출해 낼 수 있을 것이다.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,포스코인터내셔널,51400,47900
2811,한국가스공사,24.07.22,2012년 모잠비크 해상광구 가스 발견 및 LNG 밸류체인 확대로 인한 성장성 부각되면서 밸류에이션 리레이팅,"동사는 2007년 모잠비크 Area4 해상광구에 대하여 3억1000만 달러를 투입해 10% 지분을 취득하면서 사업에 참여하였다. 이러한 모잠비크 Area4 광구의 경우 2011년부터 2014년 사이에 코랄(Coral), 맘바(Mamba), 아굴라(Agula) 등 3개의 구조에서 총 13공의 시추가 성공함에 따라 발견잠재자원량이 약 85Tcf에 이르고 있다. 특히 2011년 10월 가스 발견에 성공한 첫 번째 탐사정(Mamba South-1)을 시작으로 2012년에는 두번째 탐사정(Mamba North-1), 세번째 탐사정(Mamba North East-1), 네번째 탐사정(Coral-1), 다섯번째 탐사정(Mamba North East-2) 여섯, 일곱번째 평가정(Mamba South 2, Coral-2) 등에서의 발견잠재자원량이 68Tcf에 달한다. 이와 더불어 2012년 9월 정부에서는 셰일가스 선제적 대응을 위한 종합전략을 발표하였다. 이에 따라 동사는 자원개발 및 단순 LNG도입 비즈니스에서 벗어나서 EPC, 트레이딩 등 LNG 관련 비즈니스를 확대시키면서 LNG 밸류체인을 총괄하는 글로벌 에너지 기업으로 발돋움하는 발판이 마련될 것으로 예상되면서 성장성 등이 부각되었다. 2012년 8월 초 동사의 주가는 PBR 0.4배 수준에서 거래되고 있었는데, 모잠비크 Area4 해상광구에서의 발견잠재자원량 확인이 본격화 되는 것과 더불어 동사의 글로벌 LNG 밸류체인 확대 기대감으로 인한 성장성 등이 부각되면서 동사의 주가가 같은해 11월에는 PBR 0.8배 수준까지도 거래되었다. 다른 한편으로는 2008년 글로벌 금융위기가 닥치면서 원료비 연동제를 유보하고, 요금 조정을 4차례밖에 하지 않아 동사의 미수금이 증가하면서 2012년 3분기말 기준 57,344억원으로 고점을 기록하였다. 그 이후 요금인상 및 유가 하락 등으로 인하여 2017년 10월까지 미수금을 모두 회수하였다.",20.0,10.0,19.0,36.0,8.0,14.0,10.0,8.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,19.0,36.0,8.0,14.0,10.0,8.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,한국가스공사,40850,42100
2812,롯데에너지머티리얼즈,24.07.22,"2Q24 영업이익 31억원, 시장 컨센서스 소폭 하회 전망","롯데에너지머티리얼즈의 2Q24 실적은 매출액 2,571억원(+6%QoQ, +30%YoY), 영업이익 31억원(-29%QoQ, +103%YoY)으로, 시장 컨센서스(영업이익 41억원)를 소폭 하회할 전망이다. 전략 고객사의 북미 JV 공장 램프업 및 주요 고객사의 유럽 공장 출하 확대에 따라 매출 성장은 지속된 것으로 보이며(출하량 +9%QoQ 추정), 지난 1분기에 나타난 해외 경쟁사로 인한 반사 수혜 영향도 2분기까지 이어진 것으로 파악된다. 다만, 원재료(구리) 가격 급등에 따른 역래깅 영향, 국내(익산 공장) 전력비 및 물류비 상승 등으로 수익성은 부진한 것으로 추정된다.",0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,롯데에너지머티리얼즈,37450,27400
2813,SK,24.07.22,SK 에코플랜트에 더해진 재무 안정성,"지난 7 월 19 일 SK 는 SK 에코플랜트의 유상증자에 SK S.E.Asia Pte.Ltd.(반도체 모듈 기업인 에센코어 지분 100% 보유) 보통주 2,340 만주(100%)를 현물출자하기로 결정하였다. 현물출자 금액은 6,700 억원으로 SK 는 SK 에코플랜트 주식 9,131,092주를 취득하게 된다. 이와 함께 SK 가 보유하고 있던 SK 머티리얼즈에어플러스(반도체용 산업가스 제조)와 SK 에코플랜트 간의 포괄적 주식교환을 결정했다. SK 머티리얼즈에어플러스 보통주 680 만주(100%)가 SK 에코플랜트로 이전되고, SK 에코플랜트 11,076,167 주를 SK 가 받는 계약이다. SK 머티리얼즈에어플러스의 지분가치는 8,127억원으로 산정되었다. 현물출자와 주식교환이 마무리되면 SK 가 보유하고 있는 SK 에코플랜트 지분율은 23년말 보통주 기준 41.8%에서 61.7%로 상승하게 된다.SK에코플랜트는 재무적으로 우수한 기업을 자회사로 편입하게 됨에 따라 SK 에코플랜트 재무 구조 개선이 예상된다. 또한 사업적으로는 SK 에코플랜트의 플랜트, 친환경 사업과의 시너지를 기대할 수 있다.",9.0,6.0,11.0,14.0,7.0,0.0,0.0,1.0,3.0,4.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,11.0,14.0,7.0,0.0,0.0,1.0,3.0,4.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SK,146500,138600
2815,금화피에스시,24.07.22,,,9.0,3.0,13.0,46.0,1.0,8.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,13.0,46.0,1.0,8.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,금화피에스시,금화피에스시에 해당하는 종목이 없습니다,금화피에스시에 해당하는 종목이 없습니다
2816,고려신용정보,24.07.22,,,24.0,14.0,22.0,47.0,3.0,15.0,2.0,11.0,0.0,6.0,8.0,3.0,5.0,0.0,0.0,1.0,1.0,7.0,5.0,4.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,22.0,47.0,3.0,15.0,2.0,11.0,0.0,6.0,8.0,3.0,5.0,0.0,0.0,1.0,1.0,7.0,5.0,4.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,고려신용정보,고려신용정보에 해당하는 종목이 없습니다,고려신용정보에 해당하는 종목이 없습니다
2817,코스맥스,24.07.19,2Q24 Preview: 글로벌 점유율 확대 VS 중국 소비 부진,"코스맥스의 2분기 실적은 연결 매출 5.5천억원(YoY+15%), 영업이익 509억원(YoY+11%, 영업이익률 9%)을 전망하며, 분기 최대 매출 기록할 것으로 보인다. 국내 브랜드의 해외진출 확대, 미국을 중심으로한 글로벌 점유율이 증가되며 코스맥스 국내 생산기지의 고성장이 뚜렷하게 나타나고 있다. 다만 아쉽게도 중국의 소비 환경이 녹록치 않다. 최근 발표 발표된 6월 중국 소매판매는 전년동기비 15% 감소했다. 생산 능력을 넘어서는 국내 생산기지의 수주 확대 환경은 긍정적이나, 중국 소비 약세 환경은 코스맥스 연결이익 체력 기준에서 시장 눈높이를 낮추는 요소가 될 것으로 판단한다.",10.0,6.0,6.0,9.0,2.0,8.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,9.0,2.0,8.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,코스맥스,144300,135900
2819,SK이노베이션,24.07.19,SK이노베이션의 SK E&S 흡수합병,"7/17일 SK이노베이션의 SK E&S 흡수합병이 결정되었다. 합병기일은 11/1일, 신주 상장은 11/20일이다. 합병 비율은 1대 1.19이다. 이에 대해 회사는 규모/수익성, 소액주주 희석 우려 등을 감안하여 1대2 루머 대비 적정한 수준으로 결정하였다고 설명한다. 상장사인 SK이노베이션은 기준시가를, 비상장사인 SK E&S는 자산가치와 수익가치의 가중평균을 합병가액으로 했다. 시총 기준 합병총액은 각각 11조원, 6조원으로 평가되었다. 8/27일은 합병 승인을 위한 임시 주총이 열리며, 합병 승인 시 SK이노베이션 최대주주인 SK㈜의 지분율은 36.22%에서 55.9%로 상승해 지배력 강화가 예상된다. 즉, 이번 합병은 SK이노베이션의 캐쉬플로우 및 재무 안정성 강화와 더불어, 향후 SK㈜의 경영권 관련 잠재 리스크를 선제 대비하는 측면도 상존한다. 한편, SK온-SK트레이딩인터내셔널-SK엔텀의 합병도 동시에 진행된다. 이를 통해, SK온의 조속한 흑자전환을 통한 재무적 리스크 완화, 2026년 말 상장을 위한 요건 달성의 근거가 마련되었다. 회사는 SK온의 CAPEX가 2025년부터 급격히 감소해 자체 자금조달이 가능할 것으로 언급해, 합병 후 SK이노베이션이 SK온에 대한 직간접인 재정적 지원이 가능할 것인지는 지켜볼 필요가 있다.",18.0,2.0,18.0,41.0,8.0,8.0,3.0,9.0,4.0,7.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,18.0,41.0,8.0,8.0,3.0,9.0,4.0,7.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,SK이노베이션,114400,101900
2826,F&F,24.07.19,"디스커버리, 해외 전개 시작","F&F는 디스커버리(Discovery) 브랜드의 중국, 일본 및 동남아시아 등 11개국 아시아지역 독점 라이선스를 취득하기로 결정했다고 공시했다. 기존에 라이선스 사업을 운영하던 사업회사로부터 영업권 및 자산 일체를 524억원에 인수했으며, 본 계약은 25일에 최종적으로 마무리될 예정이다. 계약 기간은 2039년까지 총 15년 이며, 이후 추가 15년 연장에 대한 우선협상권도 확보하였다. 하반기 중국 상해에 첫 매장을 출점할 계획이며, 연말까지 4개~10개 매장을 오픈할 전망이다. 디스커버리도 해외사업 전개가 가능해지며 추가적인 성장동력을 확보했다는 점에서 고무적이다.",37.0,11.0,36.0,51.0,19.0,14.0,17.0,14.0,12.0,14.0,10.0,10.0,3.0,2.0,3.0,2.0,1.0,8.0,4.0,8.0,6.0,1.0,8.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,37.0,11.0,36.0,51.0,19.0,14.0,17.0,14.0,12.0,14.0,10.0,10.0,3.0,2.0,3.0,2.0,1.0,8.0,4.0,8.0,6.0,1.0,8.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,F&F,60800,51900
2836,펌텍코리아,24.07.19,"2Q24 Preview: 분기 최대 매출, 여전히 강한 수주","펌텍코리아의 2분기 실적은 연결 매출 852억원(YoY+12%), 영업이익 120억원(YoY+16%, 영업이익률 14%)으로 분기 최대 실적 기록할 전망이다. 국내 대형사/인디, 글로벌 고객사/인디로의 수주가 확대되며 호실적 기대된다. 2분기가 전통적으로 강세 분기이며, 5월이 특히 견조한 흐름이나 금번 6월은 이를 상회, 7월까지도 수주 상황이 강하다. 고객사의 수출 물량 확대로 계절성이 약화되는 모습이며, 발주 수량 단위 또한 증가되었다.",8.0,6.0,10.0,41.0,6.0,7.0,3.0,5.0,2.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,10.0,6.0,0.0,5.0,0.0,2.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,8.0,6.0,10.0,41.0,6.0,7.0,3.0,5.0,2.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,10.0,6.0,0.0,5.0,0.0,2.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,펌텍코리아,펌텍코리아에 해당하는 종목이 없습니다,펌텍코리아에 해당하는 종목이 없습니다
2838,녹십자웰빙,24.07.19,"투자의견 매수, 목표주가 11,000원으로 커버 개시","녹십자웰빙 커버리지를 개시한다. 목표주가는 2025년 예상 EPS에 Target PER 18배를 적용했다. 태반주사제를 통해 국내에서 독보적인 지위를 확보하고 있으며 중국 진출 하반기 가시화로 수출 모멘텀이 커질 전망이다. 또한 이미 중국 내 품목허가를 받은 히알루론산 필러 판매가 본격화되면서 태반주사제 외 새로운 성장동력이 될 것으로 보인다. 2022년에 체결한 유영제약을 통한 매출액이 올해 약 50억원으로 예상되는 가운데 신규 파트너인 화륜제약그룹의 판매가 더해지면 2024년 중국 필러 매출액만 70~80억원으로 추정, 2025년에는 100억 후반대 매출액이 예상된다. 여기에 2022년에 신공장 완공을 통해 CAPA를 기존 800~900억원에서 최대 7,000억원 규모로 생산 가능한 시설도 갖추고 있어 매년 탄탄한 성장이 예상된다.",23.0,11.0,39.0,72.0,10.0,12.0,6.0,11.0,6.0,12.0,8.0,7.0,5.0,1.0,9.0,5.0,3.0,8.0,7.0,12.0,7.0,11.0,10.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,11.0,39.0,72.0,10.0,12.0,6.0,11.0,6.0,12.0,8.0,7.0,5.0,1.0,9.0,5.0,3.0,8.0,7.0,12.0,7.0,11.0,10.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,녹십자웰빙,녹십자웰빙에 해당하는 종목이 없습니다,녹십자웰빙에 해당하는 종목이 없습니다
